📽直播通用线路,#genre#
BRTV生活,http://123.122.162.250:19999/rtp/239.3.1.231:8000
BRTV新闻,http://123.122.162.250:19999/rtp/239.3.1.233:8000
BRTV卡酷少儿,http://123.122.162.250:19999/rtp/239.3.1.234:8000
BTV国际频道,http://123.122.162.250:19999/rtp/239.3.1.235:8000
CGTN,http://123.122.162.250:19999/rtp/239.3.1.16:8056
房山电视台,http://123.122.162.250:19999/rtp/239.3.1.96:8001
湖南卫视,http://123.122.162.250:19999/rtp/239.3.1.18:8268
浙江卫视,http://123.122.162.250:19999/rtp/239.3.1.19:8284
江苏卫视,http://123.122.162.250:19999/rtp/239.3.1.20:8276
安徽卫视,http://123.122.162.250:19999/rtp/239.3.1.21:8272
天津卫视,http://123.122.162.250:19999/rtp/239.3.1.23:8144
辽宁卫视,http://123.122.162.250:19999/rtp/239.3.1.24:8116
山东卫视,http://123.122.162.250:19999/rtp/239.3.1.25:8148
山东教育,http://123.122.162.250:19999/rtp/239.3.1.52:4120
河南卫视,http://123.122.162.250:19999/rtp/239.3.1.27:8128
黑龙江卫视,http://123.122.162.250:19999/rtp/239.3.1.28:8196
四川卫视,http://123.122.162.250:19999/rtp/239.3.1.29:8288
江西卫视,http://123.122.162.250:19999/rtp/239.3.1.30:8280
贵州卫视,http://123.122.162.250:19999/rtp/239.3.1.31:8120
深圳卫视,http://123.122.162.250:19999/rtp/239.3.1.32:9244
湖北卫视,http://123.122.162.250:19999/rtp/239.3.1.33:8136
东方卫视,http://123.122.162.250:19999/rtp/239.3.1.34:8192
重庆卫视,http://123.122.162.250:19999/rtp/239.3.1.35:8296
东南卫视,http://123.122.162.250:19999/rtp/239.3.1.36:8112
河北卫视,http://123.122.162.250:19999/rtp/239.3.1.37:8292
广东卫视,http://123.122.162.250:19999/rtp/239.3.1.38:8132
广西卫视,http://123.122.162.250:19999/rtp/239.3.1.39:8300
吉林卫视,http://123.122.162.250:19999/rtp/239.3.1.40:8200
陕西卫视,http://123.122.162.250:19999/rtp/239.3.1.41:8140
山西卫视,http://123.122.162.250:19999/rtp/239.3.1.42:8172
内蒙古卫视,http://123.122.162.250:19999/rtp/239.3.1.43:8176
青海卫视,http://123.122.162.250:19999/rtp/239.3.1.44:8184
海南卫视,http://123.122.162.250:19999/rtp/239.3.1.45:8304
宁夏卫视,http://123.122.162.250:19999/rtp/239.3.1.46:8124
西藏卫视,http://123.122.162.250:19999/rtp/239.3.1.47:8164
新疆卫视,http://123.122.162.250:19999/rtp/239.3.1.48:8160
甘肃卫视,http://123.122.162.250:19999/rtp/239.3.1.49:8188
三沙卫视,http://123.122.162.250:19999/rtp/239.3.1.155:4120
云南卫视,http://123.122.162.250:19999/rtp/239.3.1.26:8108
厦门卫视,http://123.122.162.250:19999/rtp/239.3.1.143:4120
兵团卫视,http://123.122.162.250:19999/rtp/239.3.1.144:4120
南方卫视,http://123.122.162.250:19999/rtp/239.3.1.161:8001
财富天下,http://123.122.162.250:19999/rtp/239.3.1.53:9136
金鹰卡通,http://123.122.162.250:19999/rtp/239.3.1.51:9252
嘉佳卡通,http://123.122.162.250:19999/rtp/239.3.1.147:9268
CETV1,http://123.122.162.250:19999/rtp/239.3.1.146:4120
CETV2,http://123.122.162.250:19999/rtp/239.3.1.54:4120
CETV3,http://123.122.162.250:19999/rtp/239.3.1.55:4120
CETV4,http://123.122.162.250:19999/rtp/239.3.1.56:4120
收视指南,http://123.122.162.250:19999/rtp/239.3.1.193:8012
热播剧场,http://123.122.162.250:19999/rtp/239.3.1.194:9020
经典电影,http://123.122.162.250:19999/rtp/239.3.1.195:9024
魅力时尚,http://123.122.162.250:19999/rtp/239.3.1.196:9012
少儿动画,http://123.122.162.250:19999/rtp/239.3.1.199:9000
城市剧场,http://123.122.162.250:19999/rtp/239.3.1.67:4120
军旅剧场,http://123.122.162.250:19999/rtp/239.3.1.68:4120
古装剧场,http://123.122.162.250:19999/rtp/239.3.1.69:4120
音乐现场,http://123.122.162.250:19999/rtp/239.3.1.70:4120
文化北京,http://123.122.162.250:19999/rtp/239.3.1.97:8001
地理,http://123.122.162.250:19999/rtp/239.3.1.71:4120
美妆,http://123.122.162.250:19999/rtp/239.3.1.72:4120
美人,http://123.122.162.250:19999/rtp/239.3.1.73:4120
精选,http://123.122.162.250:19999/rtp/239.3.1.74:4120
解密,http://123.122.162.250:19999/rtp/239.3.1.75:4120
军事,http://123.122.162.250:19999/rtp/239.3.1.76:4120
国学,http://123.122.162.250:19999/rtp/239.3.1.77:4120
戏曲,http://123.122.162.250:19999/rtp/239.3.1.78:4120
早教,http://123.122.162.250:19999/rtp/239.3.1.79:4120
动画,http://123.122.162.250:19999/rtp/239.3.1.80:4120
好学生,http://123.122.162.250:19999/rtp/239.3.1.81:4120
鉴赏,http://123.122.162.250:19999/rtp/239.3.1.82:4120
墨宝,http://123.122.162.250:19999/rtp/239.3.1.83:4120
光影,http://123.122.162.250:19999/rtp/239.3.1.84:4120
台球,http://123.122.162.250:19999/rtp/239.3.1.85:4120
爱生活,http://123.122.162.250:19999/rtp/239.3.1.86:4120
武术,http://123.122.162.250:19999/rtp/239.3.1.87:4120
高网,http://123.122.162.250:19999/rtp/239.3.1.88:4120
足球,http://123.122.162.250:19999/rtp/239.3.1.89:4120
武侠剧场,http://123.122.162.250:19999/rtp/239.3.1.90:4120
喜剧影院,http://123.122.162.250:19999/rtp/239.3.1.91:4120
动作影院,http://123.122.162.250:19999/rtp/239.3.1.92:4120
家庭影院,http://123.122.162.250:19999/rtp/239.3.1.93:4120
星影,http://123.122.162.250:19999/rtp/239.3.1.94:4120
睛彩竞技,http://123.122.162.250:19999/rtp/239.3.1.125:8001
睛彩篮球,http://123.122.162.250:19999/rtp/239.3.1.126:8001
睛彩羽毛球,http://123.122.162.250:19999/rtp/239.3.1.127:8001
睛彩广场舞,http://123.122.162.250:19999/rtp/239.3.1.128:8001
粤荟萃,http://123.122.162.250:19999/rtp/239.3.1.162:8001
聚鲨环球,http://123.122.162.250:19999/rtp/239.3.1.160:8001


🫓天津联通专线,#genre#
导视频道,http://60.27.20.217:4022/udp/225.1.1.77:5002
天津卫视HD,http://60.27.20.217:4022/udp/225.1.1.111:5002
天津新闻HD,http://60.27.20.217:4022/udp/225.1.1.130:5002
天津文艺HD,http://60.27.20.217:4022/udp/225.1.1.131:5002
天津影视HD,http://60.27.20.217:4022/udp/225.1.1.149:5002
天津都市HD,http://60.27.20.217:4022/udp/225.1.1.128:5002
天津体育HD,http://60.27.20.217:4022/udp/225.1.1.122:5002
天津科教HD,http://60.27.20.217:4022/udp/225.1.1.129:5002
天津少儿HD,http://60.27.20.217:4022/udp/225.1.1.125:5002
蓟州区HD,http://60.27.20.217:4022/udp/225.1.1.82:5002
宝坻区,http://60.27.20.217:4022/udp/225.1.1.83:5002
静海区,http://60.27.20.217:4022/udp/225.1.1.110:5002
河东区,http://60.27.20.217:4022/udp/225.1.2.2:5002
河西区,http://60.27.20.217:4022/udp/225.1.2.4:5002
滨海新区1,http://60.27.20.217:4022/udp/225.1.2.7:5002
滨海新区2,http://60.27.20.217:4022/udp/225.1.2.8:5002
4K超清影视,http://60.27.20.217:4022/udp/225.1.1.156:5002
CCTV-1综合HD,http://60.27.20.217:4022/udp/225.1.1.120:5002
CCTV-2财经HD,http://60.27.20.217:4022/udp/225.1.1.133:5002
CCTV-3综合文艺HD,http://60.27.20.217:4022/udp/225.1.1.158:5002
CCTV-4中文国际HD,http://60.27.20.217:4022/udp/225.1.1.150:5002
CCTV-5体育HD,http://60.27.20.217:4022/udp/225.1.1.170:5002
CCTV5+ HD,http://60.27.20.217:4022/udp/225.1.1.121:5002
CCTV-6电影HD,http://60.27.20.217:4022/udp/225.1.1.195:5002
CCTV-7农业HD,http://60.27.20.217:4022/udp/225.1.1.138:5002
CCTV-8电视剧HD,http://60.27.20.217:4022/udp/225.1.1.196:5002
CCTV-9记录HD,http://60.27.20.217:4022/udp/225.1.1.119:5002
CCTV-10科教HD,http://60.27.20.217:4022/udp/225.1.1.140:5002
CCTV-11戏曲,http://60.27.20.217:4022/udp/225.1.1.22:5002
CCTV-12社会与法HD,http://60.27.20.217:4022/udp/225.1.1.142:5002
CCTV-13新闻,http://60.27.20.217:4022/udp/225.1.1.24:5002
CCTV-14少儿HD,http://60.27.20.217:4022/udp/225.1.1.144:5002
CCTV-15音乐,http://60.27.20.217:4022/udp/225.1.1.26:5002
CGTN,http://60.27.20.217:4022/udp/225.1.1.27:5002
CGTN-纪录,http://60.27.20.217:4022/udp/225.1.1.55:5002
湖南卫视HD,http://60.27.20.217:4022/udp/225.1.1.114:5002
江苏卫视HD,http://60.27.20.217:4022/udp/225.1.1.126:5002
浙江卫视HD,http://60.27.20.217:4022/udp/225.1.1.112:5002
安徽卫视HD,http://60.27.20.217:4022/udp/225.1.1.127:5002
北京卫视HD,http://60.27.20.217:4022/udp/225.1.1.113:5002
黑龙江卫视HD,http://60.27.20.217:4022/udp/225.1.1.115:5002
广东卫视HD,http://60.27.20.217:4022/udp/225.1.1.116:5002
深圳卫视HD,http://60.27.20.217:4022/udp/225.1.1.117:5002
四川卫视HD,http://60.27.20.217:4022/udp/225.1.1.123:5002
湖北卫视HD,http://60.27.20.217:4022/udp/225.1.1.147:5002
山东卫视HD,http://60.27.20.217:4022/udp/225.1.1.148:5002
辽宁卫视HD,http://60.27.20.217:4022/udp/225.1.1.154:5002
重庆卫视HD,http://60.27.20.217:4022/udp/225.1.1.155:5002
吉林卫视HD,http://60.27.20.217:4022/udp/225.1.2.26:5002
河北卫视HD,http://60.27.20.217:4022/udp/225.1.2.27:5002
贵州卫视HD,http://60.27.20.217:4022/udp/225.1.2.28:5002
江西卫视HD,http://60.27.20.217:4022/udp/225.1.2.29:5002
上海东方HD,http://60.27.20.217:4022/udp/225.1.2.31:5002
河南卫视HD,http://60.27.20.217:4022/udp/225.1.2.61:5002
广西卫视HD,http://60.27.20.217:4022/udp/225.1.2.81:5002
海南卫视HD,http://60.27.20.217:4022/udp/225.1.2.82:5002
甘肃卫视,http://60.27.20.217:4022/udp/225.1.1.30:5002
内蒙古卫视,http://60.27.20.217:4022/udp/225.1.1.32:5002
新疆卫视,http://60.27.20.217:4022/udp/225.1.1.35:5002
东南卫视,http://60.27.20.217:4022/udp/225.1.1.38:5002
陕西卫视,http://60.27.20.217:4022/udp/225.1.1.41:5002
山西卫视,http://60.27.20.217:4022/udp/225.1.1.50:5002
西藏卫视,http://60.27.20.217:4022/udp/225.1.1.51:5002
青海卫视,http://60.27.20.217:4022/udp/225.1.1.54:5002
宁夏卫视,http://60.27.20.217:4022/udp/225.1.1.56:5002
云南卫视,http://60.27.20.217:4022/udp/225.1.1.61:5002
兵团卫视,http://60.27.20.217:4022/udp/225.1.1.57:5002
金鹰卡通,http://60.27.20.217:4022/udp/225.1.1.59:5002
BTV卡酷少儿,http://60.27.20.217:4022/udp/225.1.1.58:5002
BTV冬奥纪实HD,http://60.27.20.217:4022/udp/225.1.2.30:5002
炫动卡通,http://60.27.20.217:4022/udp/225.1.1.62:5002
金鹰纪实HD,http://60.27.20.217:4022/udp/225.1.1.124:5002
动漫秀场HD,http://60.27.20.217:4022/udp/225.1.1.134:5002
萌宠,http://60.27.20.217:4022/udp/225.1.1.96:5002
游戏风云高清,http://60.27.20.217:4022/udp/225.1.1.135:5002
欢笑剧场高清,http://60.27.20.217:4022/udp/225.1.1.139:5002
Max极速汽车高清,http://60.27.20.217:4022/udp/225.1.1.141:5002
生活时尚高清,http://60.27.20.217:4022/udp/225.1.1.143:5002
全纪实高清,http://60.27.20.217:4022/udp/225.1.1.145:5002
纪实人文高清,http://60.27.20.217:4022/udp/225.1.2.25:5002
都市剧场高清,http://60.27.20.217:4022/udp/225.1.1.146:5002
幸福彩高清,http://60.27.20.217:4022/udp/225.1.1.152:5002
陶瓷高清,http://60.27.20.217:4022/udp/225.1.1.153:5002
DogT高清,http://60.27.20.217:4022/udp/225.1.1.132:5002
CHC家庭影院高清,http://60.27.20.217:4022/udp/225.1.1.213:5002
CHC高清电影,http://60.27.20.217:4022/udp/225.1.1.214:5002
CHC动作电影,http://60.27.20.217:4022/udp/225.1.1.215:5002
金色频道高清,http://60.27.20.217:4022/udp/225.1.1.236:5002
法治天地高清,http://60.27.20.217:4022/udp/225.1.1.237:5002
映画高清,http://60.27.20.217:4022/udp/225.1.1.238:5002
剧场高清,http://60.27.20.217:4022/udp/225.1.1.239:5002
新知高清,http://60.27.20.217:4022/udp/225.1.1.240:5002
新艺高清,http://60.27.20.217:4022/udp/225.1.1.241:5002
英伦高清,http://60.27.20.217:4022/udp/225.1.1.242:5002
怡家高清,http://60.27.20.217:4022/udp/225.1.1.243:5002
环映高清,http://60.27.20.217:4022/udp/225.1.1.244:5002
雅趣高清,http://60.27.20.217:4022/udp/225.1.1.245:5002
快乐垂钓,http://60.27.20.217:4022/udp/225.1.2.18:5002
茶频道,http://60.27.20.217:4022/udp/225.1.2.19:5002
休闲体育高清,http://60.27.20.217:4022/udp/225.1.1.157:5002
CCTV风云足球,http://60.27.20.217:4022/udp/225.1.1.181:5002
CCTV高尔夫网球,http://60.27.20.217:4022/udp/225.1.1.182:5002
CCTV第一剧场,http://60.27.20.217:4022/udp/225.1.1.183:5002
CCTV怀旧剧场,http://60.27.20.217:4022/udp/225.1.1.184:5002
CCTV风云剧场,http://60.27.20.217:4022/udp/225.1.1.185:5002
CCTV世界地理,http://60.27.20.217:4022/udp/225.1.1.186:5002
CCTV国防军事,http://60.27.20.217:4022/udp/225.1.1.187:5002
CCTV老故事,http://60.27.20.217:4022/udp/225.1.1.188:5002
CCTV央视文化精品,http://60.27.20.217:4022/udp/225.1.1.189:5002
CCTV女性时尚,http://60.27.20.217:4022/udp/225.1.1.190:5002
CCTV新科动漫,http://60.27.20.217:4022/udp/225.1.1.191:5002
CCTV风云音乐,http://60.27.20.217:4022/udp/225.1.1.192:5002
CCTV电视指南,http://60.27.20.217:4022/udp/225.1.1.194:5002
CCTV央视台球,http://60.27.20.217:4022/udp/225.1.1.198:5002
国学频道,http://60.27.20.217:4022/udp/225.1.1.199:5002
靓妆,http://60.27.20.217:4022/udp/225.1.1.200:5002
梨园频道,http://60.27.20.217:4022/udp/225.1.1.202:5002
文物宝库,http://60.27.20.217:4022/udp/225.1.1.203:5002
早期教育,http://60.27.20.217:4022/udp/225.1.1.204:5002
汽摩频道,http://60.27.20.217:4022/udp/225.1.1.205:5002
彩民在线,http://60.27.20.217:4022/udp/225.1.1.206:5002
DV生活,http://60.27.20.217:4022/udp/225.1.1.207:5002
武术世界,http://60.27.20.217:4022/udp/225.1.1.208:5002
CCTV卫生与健康,http://60.27.20.217:4022/udp/225.1.1.210:5002
七彩戏剧,http://60.27.20.217:4022/udp/225.1.1.86:5002
东方财经,http://60.27.20.217:4022/udp/225.1.1.87:5002
新动漫,http://60.27.20.217:4022/udp/225.1.1.216:5002
网络棋牌,http://60.27.20.217:4022/udp/225.1.1.217:5002
中华美食,http://60.27.20.217:4022/udp/225.1.1.218:5002
先锋乒羽,http://60.27.20.217:4022/udp/225.1.1.219:5002
天津文艺广播,http://60.27.20.217:4022/udp/225.1.1.171:5002
天津经济广播,http://60.27.20.217:4022/udp/225.1.1.172:5002
天津新闻广播,http://60.27.20.217:4022/udp/225.1.1.173:5002
天津生活广播,http://60.27.20.217:4022/udp/225.1.1.174:5002
天津交通广播,http://60.27.20.217:4022/udp/225.1.1.175:5002
天津相声广播,http://60.27.20.217:4022/udp/225.1.1.176:5002
天津小说广播,http://60.27.20.217:4022/udp/225.1.1.177:5002
天津滨海广播,http://60.27.20.217:4022/udp/225.1.1.178:5002
天津音乐广播,http://60.27.20.217:4022/udp/225.1.1.179:5002
天津农村广播,http://60.27.20.217:4022/udp/225.1.1.180:5002
东方购物,http://60.27.20.217:4022/udp/225.1.1.223:5002
好享购物,http://60.27.20.217:4022/udp/225.1.1.224:5002
优购物,http://60.27.20.217:4022/udp/225.1.1.225:5002
家有购物,http://60.27.20.217:4022/udp/225.1.1.226:5002
家家购物,http://60.27.20.217:4022/udp/225.1.1.227:5002
聚鲨环球购物,http://60.27.20.217:4022/udp/225.1.1.102:5002
三佳购物,http://60.27.20.217:4022/udp/225.1.1.151:5002
央广购物,http://60.27.20.217:4022/udp/225.1.1.65:5002

🫕重庆联通专线,#genre#
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.197:7980
CCTV1,http://n1.dddmmh.space:8088/udp/225.0.4.74:7980
CCTV2,http://n1.dddmmh.space:8088/udp/225.0.4.132:7980
CCTV3,http://n1.dddmmh.space:8088/udp/225.0.4.142:7980
CCTV4,http://n1.dddmmh.space:8088/udp/225.0.4.176:7980
CCTV5,http://n1.dddmmh.space:8088/udp/225.0.4.143:7980
CCTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.73:7980
CCTV6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
CCTV7,http://n1.dddmmh.space:8088/udp/225.0.4.127:7980
CCTV8,http://n1.dddmmh.space:8088/udp/225.0.4.137:7980
CCTV9,http://n1.dddmmh.space:8088/udp/225.0.4.131:7980
CCTV10,http://n1.dddmmh.space:8088/udp/225.0.4.130:7980
CCTV11,http://n1.dddmmh.space:8088/udp/225.0.4.218:7980
CCTV12,http://n1.dddmmh.space:8088/udp/225.0.4.129:7980
CCTV13,http://n1.dddmmh.space:8088/udp/225.0.4.219:7980
CCTV14,http://n1.dddmmh.space:8088/udp/225.0.4.128:7980
CCTV15,http://n1.dddmmh.space:8088/udp/225.0.4.220:7980
CCTV17,http://n1.dddmmh.space:8088/udp/225.0.4.179:7980
CETV1,http://n1.dddmmh.space:8088/udp/225.0.4.186:7980
CGTN,http://n1.dddmmh.space:8088/udp/225.0.4.12:7980
重庆科教,http://n1.dddmmh.space:8088/udp/225.0.4.63:7980
重庆汽摩,http://n1.dddmmh.space:8088/udp/225.0.4.61:7980
重庆少儿,http://n1.dddmmh.space:8088/udp/225.0.4.71:7980
重庆社会与法,http://n1.dddmmh.space:8088/udp/225.0.4.64:7980
重庆时尚生活,http://n1.dddmmh.space:8088/udp/225.0.4.69:7980
重庆新农村,http://n1.dddmmh.space:8088/udp/225.0.4.70:7980
重庆新闻,http://n1.dddmmh.space:8088/udp/225.0.4.59:7980
重庆移动,http://n1.dddmmh.space:8088/udp/225.0.4.68:7980
重庆移动超高清,http://n1.dddmmh.space:8088/udp/225.0.4.215:7980
重庆影视,http://n1.dddmmh.space:8088/udp/225.0.4.62:7980
重庆娱乐,http://n1.dddmmh.space:8088/udp/225.0.4.65:7980
IPTV3+,http://n1.dddmmh.space:8088/udp/225.0.4.51:7980
IPTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.53:7980
IPTV6+,http://n1.dddmmh.space:8088/udp/225.0.4.50:7980
IPTV8+,http://n1.dddmmh.space:8088/udp/225.0.4.54:7980
IPTV相声小品,http://n1.dddmmh.space:8088/udp/225.0.4.56:7980
IPTV野外,http://n1.dddmmh.space:8088/udp/225.0.4.57:7980
爱生活,http://n1.dddmmh.space:8088/udp/225.0.4.164:7980
安徽卫视,http://n1.dddmmh.space:8088/udp/225.0.4.133:7980
北京卫视,http://n1.dddmmh.space:8088/udp/225.0.4.78:7980
导视,http://n1.dddmmh.space:8088/udp/225.0.4.178:7980
地理,http://n1.dddmmh.space:8088/udp/225.0.4.149:7980
东方卫视,http://n1.dddmmh.space:8088/udp/225.0.4.80:7980
东南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.200:7980
动作影院,http://n1.dddmmh.space:8088/udp/225.0.4.170:7980
古装剧场,http://n1.dddmmh.space:8088/udp/225.0.4.147:7980
广东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.84:7980
贵州卫视,http://n1.dddmmh.space:8088/udp/225.0.4.175:7980
河北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.174:7980
黑龙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.201:7980
湖南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.75:7980
纪实HD,http://n1.dddmmh.space:8088/udp/225.0.4.99:7980
家庭影院,http://n1.dddmmh.space:8088/udp/225.0.4.171:7980
江苏卫视,http://n1.dddmmh.space:8088/udp/225.0.4.79:7980
江西卫视,http://n1.dddmmh.space:8088/udp/225.0.4.203:7980
解密,http://n1.dddmmh.space:8088/udp/225.0.4.153:7980
经典电影,http://n1.dddmmh.space:8088/udp/225.0.4.48:7980
军旅剧场,http://n1.dddmmh.space:8088/udp/225.0.4.146:7980
快乐垂钓,http://n1.dddmmh.space:8088/udp/225.0.4.213:7980
辽宁卫视,http://n1.dddmmh.space:8088/udp/225.0.4.98:7980
全纪实,http://n1.dddmmh.space:8088/udp/225.0.4.113:7980
山东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.199:7980
深圳卫视,http://n1.dddmmh.space:8088/udp/225.0.4.202:7980
时尚购物,http://n1.dddmmh.space:8088/udp/225.0.4.198:7980
四川卫视,http://n1.dddmmh.space:8088/udp/225.0.4.204:7980
天津卫视,http://n1.dddmmh.space:8088/udp/225.0.4.82:7980
武侠剧场,http://n1.dddmmh.space:8088/udp/225.0.4.168:7980
喜剧影院,http://n1.dddmmh.space:8088/udp/225.0.4.169:7980
星影,http://n1.dddmmh.space:8088/udp/225.0.4.172:7980
浙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.81:7980
重庆科教超高清,http://n1.dddmmh.space:8088/udp/225.0.4.193:7980
重庆汽摩超高清,http://n1.dddmmh.space:8088/udp/225.0.4.195:7980
重庆少儿超高清,http://n1.dddmmh.space:8088/udp/225.0.4.191:7980
重庆社会与法超高清,http://n1.dddmmh.space:8088/udp/225.0.4.190:7980
重庆时尚生活超高清,http://n1.dddmmh.space:8088/udp/225.0.4.196:7980
重庆卫视,http://n1.dddmmh.space:8088/udp/225.0.4.187:7980
重庆新农村超高清,http://n1.dddmmh.space:8088/udp/225.0.4.189:7980
重庆新闻超高清,http://n1.dddmmh.space:8088/udp/225.0.4.188:7980
重庆影视超高清,http://n1.dddmmh.space:8088/udp/225.0.4.192:7980
重庆娱乐超高清,http://n1.dddmmh.space:8088/udp/225.0.4.194:7980



🔥精彩频道,#genre#
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
凤凰测试,http://www.erbao1981.top:8188/udp/239.76.246.135:1234$湖南电信
凤凰中文,http://113.64.145.132:8081/hls/37/index.m3u8
凤凰中文,http://kuanglong.vicp.hk:2121/udp/239.93.16.31:8012$四川电信
凤凰中文,http://tv.sd.cn/sichuan?id=239.93.0.162:2192$四川电信
凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8$广东电信
凤凰中文,http://183.135.226.196:4022/rtp/233.50.200.191:5140$浙江电信
凤凰中文,http://110.178.52.119:8084/udp/239.1.1.126:8126$山西电信
凤凰中文,http://mail.petzhu.top:7000/rtp/239.254.201.2:5226$河北电信
凤凰中文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092$福建电信
凤凰中文,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.184:9092$福建电信
凤凰资讯,http://119.4.54.112:8848/udp/239.93.0.118:2191
凤凰资讯,http://222.211.227.103:2345/udp/239.93.0.118:2191
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰资讯,http://113.64.145.61:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.229:8081/hls/36/index.m3u8
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
凤凰资讯,http://183.135.226.196:4022/rtp/233.50.200.192:5140$浙江电信
凤凰资讯,http://110.178.52.119:8084/udp/239.1.1.127:8127$山西电信
凤凰资讯,http://tv.sd.cn/sichuan?id=239.93.1.4:2191$四川电信
凤凰资讯,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.183:9086$福建电信
凤凰资讯,http://mail.petzhu.top:7000/rtp/239.254.201.3:5227$河北电信
凤凰资讯,http://e2.woc.iiiya.cn:8888/rtp/239.61.2.183:9086$福建电信
凤凰香港,http://113.64.145.132:8081/hls/38/index.m3u8
重温经典[5m768*576],http://117.114.153.25:8180/TV00000000000000000007@HHZT?$京移5M576
星空卫视[3M1024*576],http://117.114.153.25:8180/TV00000000000000000071@HHZT
资讯[6m1024*576],http://117.114.153.25:8180/TV00000000000000000068@HHZT
中文[6m1024*576],http://117.114.153.25:8180/TV00000000000000000069@HHZT
电影[3M768*576],http://117.114.153.25:8180/TV00000000000000000072@HHZT
CHC影迷电影[7M1920*1080],http://117.114.153.25:8180/TV00000000000000000195@HHZT
发现之旅[3M768*576],http://117.114.153.25:8180/TV00000000000000000131@HHZT
老故事[3M768*576],http://117.114.153.25:8180/TV00000000000000000132@HHZT
书法3M[768*576],http://117.114.153.25:8180/TV00000000000000000133@HHZT
大爱一套,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二套,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立TV,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
金鹰纪实 HD,http://sunny2017.forver.one:4022/udp/239.21.1.170:5002
上海纪实 HD,http://sunny2017.forver.one:4022/udp/239.21.1.171:5002
北京纪实 HD,http://sunny2017.forver.one:4022/udp/239.21.1.172:5002
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
环球电视,http://live.cgtn.com/500/prog_index.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?$720P
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$1080P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8?$720P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?$1080P
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8?$720P
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?$1080P
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
澳门莲花,http://epg.112114.xyz/lotus
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
台湾-民视新闻台,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
合糖意专线直播,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
无线新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwjpthljjsjsjjbvdljdmnbjhdhyjyjtvbwxxw.flv
